Entidad,Nombre_Banco,Periodo,Activo,Disponibilidades,Disponibilidades en pesos,Caja $,BCRA $,Disponibilidades en ME,Caja ME,BCRA ME,Titulos públicos y privados,Titulos públicos y privados en pesos,Titulos públicos y privados en ME,Letras y Notas BCRA,Prestamos,Prestamos totales,Volumen de Negocio,Prestamos en pesos,Prestamos en ME,Prestamos sector publico no fcro pesos,Prestamos sector publico no fcro ME,Prestamos sector privado no fcro pesos,Prestamos privado no fcro ME,OCIF,Prestamos Comerciales,Propiedad Planta y Equipo,Créditos diversos,Participación en otras sociedades,Activos Intangibles,PPI Deudoras,Pasivo,Depositos,Depositos en pesos,Depositos a la vista $,Depositos a plazo $,Depositos en ME,Depositos a la vista en ME,Depositos a plazo ME,OOIF,PN,Capital social,PN FINAL,Reserva Legal,Previsiones,Ingresos financieros,Egresos financieros,Ingresos por servicios,Egresos por servicios,Gastos de Administracion,Cargo por Incobrabilidad,Utilidades diversas,Perdidas diversas,Gastos de Personal,Utilidad neta
331,BANCO CETELEM ARGENTINA S.A.,201505,911862,34828,34828,0,34828,0,0,0,0,0,0,0,766037,766037,880906,766037,0,0,0,619343,0,71888,0,466,38509,134,0,0,759768,68635,68635,0,54158,0,0,0,623338,152458,126990,152094,6800,-69826,127312,93843,28370,7508,35471,25789,10729,3031,28574,-364
331,BANCO CETELEM ARGENTINA S.A.,201506,938231,20937,20937,0,20937,0,0,0,0,0,0,0,822743,822743,938016,822743,0,0,0,600164,0,64252,0,451,29714,134,0,0,785545,69908,69908,0,54158,0,0,0,661936,152458,126990,152686,6800,-68914,151380,111937,34048,9380,41447,30300,12820,3823,33275,228
331,BANCO CETELEM ARGENTINA S.A.,201507,1042686,127012,127012,0,127012,0,0,0,0,0,0,0,831064,831064,943642,831064,0,0,0,581446,0,57746,0,435,26295,134,0,0,888205,70877,70877,0,56992,0,0,0,759672,152458,126990,154481,6800,-64926,176735,131720,39760,11574,49703,34084,20121,4871,39944,2023
331,BANCO CETELEM ARGENTINA S.A.,201508,1006300,104920,104920,0,104920,0,0,0,0,0,0,0,824107,824107,937513,824107,0,0,0,570577,0,48436,0,421,28282,134,0,0,854649,68912,68912,0,57504,0,0,0,724420,152458,126990,151651,6800,-64819,201676,154096,45409,13599,56597,38757,22417,5316,45629,-807
331,BANCO CETELEM ARGENTINA S.A.,201509,935685,62625,62625,0,62625,0,0,0,0,0,0,0,804577,804577,933936,804577,0,0,0,554965,0,38737,0,405,29207,134,0,0,786912,70150,70150,0,57504,0,0,0,661386,152458,126990,148773,6800,-80556,226189,173808,53670,15843,64118,46869,24664,6437,52068,-3685
331,BANCO CETELEM ARGENTINA S.A.,201510,897951,93131,93071,0,93071,60,0,0,0,0,0,0,756841,756841,889818,756841,0,0,0,557724,0,26246,0,409,21190,134,0,0,750983,71510,71510,0,57832,0,0,0,627758,152458,126990,146968,6800,-82711,251033,192402,58419,18335,70927,51834,26692,7003,57334,-5490
331,BANCO CETELEM ARGENTINA S.A.,201511,861502,69810,69751,0,69751,59,0,0,0,0,0,0,760607,760607,888343,760607,0,0,0,565606,0,10619,0,392,19940,134,0,0,713160,66060,66060,0,46066,0,0,0,596408,152458,126990,148342,6800,-81706,275859,209488,62918,20774,76603,55894,29253,8254,61745,-4116
331,BANCO CETELEM ARGENTINA S.A.,201512,810961,32550,32468,0,32468,82,0,0,0,0,0,0,749341,749341,886024,749341,0,0,0,562139,0,10659,0,378,17899,134,0,0,656883,82340,82340,0,61066,0,0,0,523790,152458,126990,154078,6800,-75850,301016,227593,68556,23567,82907,59792,35925,8885,66902,1620
331,BANCO CETELEM ARGENTINA S.A.,201601,765996,24583,24496,0,24496,87,0,0,0,0,0,0,705062,705062,843085,705062,0,0,0,569860,0,10845,0,364,25008,134,0,0,611881,84005,84005,0,62087,0,0,0,477829,154077,126990,154115,6800,-76374,25038,15865,6201,3156,7631,5502,1654,701,5971,38
331,BANCO CETELEM ARGENTINA S.A.,201602,761606,25934,25843,0,25843,91,0,0,0,0,0,0,696743,696743,830265,696743,0,0,0,566658,0,11032,0,349,27414,134,0,0,606269,81880,81880,0,59660,0,0,0,467817,154077,126990,155337,6800,-74703,48760,30554,11082,5534,13173,10930,3335,552,10199,1260
331,BANCO CETELEM ARGENTINA S.A.,201603,747423,29027,25111,0,25111,3916,0,0,0,0,0,0,688987,688987,811144,688987,0,0,0,569894,0,11260,0,1473,16542,134,0,0,590471,74096,74096,0,53366,0,0,0,452839,154077,126990,156952,6800,-70075,75263,45609,15814,7881,19349,14181,4964,3561,15583,2875
331,BANCO CETELEM ARGENTINA S.A.,201604,736584,35208,31395,0,31395,3813,0,0,0,0,0,0,670016,670016,788326,670016,0,0,0,562838,0,11259,0,1439,18453,209,0,0,577022,69495,69495,0,49593,0,0,0,441683,154077,126990,159562,6800,-69828,101119,59723,20707,10798,25363,19161,6800,3960,22961,5485
331,BANCO CETELEM ARGENTINA S.A.,201605,727045,27681,24039,0,24039,3642,0,0,0,0,0,0,667379,667379,781044,667379,0,0,0,561294,0,11443,0,3082,17251,209,0,0,563378,66959,66959,0,47951,0,0,0,436883,154077,126990,163667,6800,-66785,127534,74253,25204,13536,30585,23155,8711,4289,27019,9590
331,BANCO CETELEM ARGENTINA S.A.,201606,738919,32085,28182,0,28182,3903,0,0,0,0,0,0,675585,675585,789246,675585,0,0,0,555500,0,11341,0,3001,16698,209,0,0,571782,69835,69835,0,49265,0,0,0,438751,154077,126990,167137,7124,-64543,153820,88207,30345,16066,36624,27808,10483,4773,31687,13060
331,BANCO CETELEM ARGENTINA S.A.,201607,722017,32303,28383,0,28383,3920,0,0,0,0,0,0,653693,653693,763169,653693,0,0,0,547466,0,11192,0,2921,21699,209,0,0,551053,67802,67802,0,46947,0,0,0,413206,154077,126990,170964,7124,-62994,180417,102628,36278,18851,45681,31280,14414,5430,39432,16887
331,BANCO CETELEM ARGENTINA S.A.,201608,714243,30016,26121,0,26121,3895,0,0,0,0,0,0,649206,649206,731493,649206,0,0,0,549139,0,11346,0,2843,20623,209,0,0,542022,36756,36756,0,17724,0,0,0,431741,153920,126990,172221,7124,-63060,206587,116228,43675,21928,57247,36682,17418,5994,49708,18301
331,BANCO CETELEM ARGENTINA S.A.,201609,704985,28445,24422,0,24422,4023,0,0,0,0,0,0,644813,644813,727679,644813,0,0,0,539746,0,11265,0,2763,17490,209,0,0,533639,39598,39598,0,19869,0,0,0,425679,153920,126990,171346,7124,-61325,232801,129462,47399,25439,68517,41662,19688,6373,59710,17426
331,BANCO CETELEM ARGENTINA S.A.,201610,736581,30215,26328,0,26328,3887,0,0,0,0,0,0,674074,674074,757208,674074,0,0,0,559003,0,11603,0,2685,17794,209,0,1,566701,40485,40485,0,19869,0,0,0,453574,153920,126990,169880,7124,-62102,260595,143541,51603,28956,81083,47573,21480,6968,71657,15960
331,BANCO CETELEM ARGENTINA S.A.,201611,785454,35162,31226,0,31226,3936,0,0,0,0,0,0,714860,714860,800053,714860,0,0,0,581780,0,11523,0,2606,21094,209,0,0,616879,41130,41130,0,20614,0,0,0,501684,153920,126990,168575,7124,-63684,289261,158195,55776,32641,92341,54018,23234,7421,81418,14655
331,BANCO CETELEM ARGENTINA S.A.,201612,781864,33107,29207,0,29207,3900,0,0,0,0,0,0,713781,713781,800179,713781,0,0,0,604572,0,11786,0,2527,20454,209,0,0,612607,44551,44551,0,23564,0,0,0,501455,153920,126990,169257,7124,-63608,319472,173622,60286,37245,106855,58150,26918,8177,94218,15337
331,BANCO CETELEM ARGENTINA S.A.,201701,843828,37370,33358,0,33358,4012,0,0,0,0,0,0,771349,771349,858537,771349,0,0,0,638264,0,12331,0,2507,20062,209,0,0,680839,44401,44401,0,22616,0,0,0,574180,169255,126990,162989,7124,-67256,31778,16191,4080,4364,20032,7593,6475,419,18449,-6266
331,BANCO CETELEM ARGENTINA S.A.,201702,861354,25237,21409,0,21409,3828,0,0,0,0,0,0,797286,797286,897272,797286,0,0,0,656869,0,12593,0,2428,23601,209,0,0,704483,55357,55357,0,23388,0,0,0,594032,169255,126990,156871,7124,-70289,63148,31614,8413,8303,36899,15055,8707,781,33939,-12384
331,BANCO CETELEM ARGENTINA S.A.,201703,934262,35182,31354,0,31354,3828,0,0,0,0,0,0,865827,865827,1006523,865827,0,0,0,715741,0,12397,0,2349,18298,209,0,0,785587,95299,95299,0,36068,0,0,0,629381,169255,126990,148675,7124,-74552,98120,48512,12352,13815,55074,22899,10255,1007,50732,-20580
331,BANCO CETELEM ARGENTINA S.A.,201704,1022950,52117,48189,0,48189,3928,0,0,0,0,0,0,933171,933171,1086778,933171,0,0,0,792915,0,13919,0,2270,21294,179,0,0,881893,106904,106904,0,46246,0,0,0,702183,169255,126990,141057,7124,-79645,136548,66633,16800,19454,74209,32006,12063,1307,67970,-28198
331,BANCO CETELEM ARGENTINA S.A.,201705,1117015,61275,57039,0,57039,4236,0,0,0,0,0,0,1025702,1025702,1223758,1025702,0,0,0,878412,0,14345,0,2191,13333,179,0,-10,980125,153705,153705,0,91787,0,0,0,759740,169255,126990,136890,10191,-83836,180301,86843,21550,25953,92892,40427,13662,1763,84729,-32365
331,BANCO CETELEM ARGENTINA S.A.,201706,1192480,38612,38612,0,38612,0,0,0,0,0,0,0,1121153,1121153,1352168,1121153,0,0,0,980467,0,15707,0,2111,14718,179,0,0,1069399,187738,187738,0,96584,0,0,0,811204,169255,126990,123081,10191,-90070,227809,108348,26554,34787,118938,51894,15717,2287,108639,-46174
331,BANCO CETELEM ARGENTINA S.A.,201707,1238682,180939,180939,0,180939,0,0,0,0,0,0,0,1031998,1031998,1245316,1031998,0,0,0,1031998,0,7812,0,6421,11333,179,0,0,1116607,170661,170661,0,100547,0,0,0,870044,169255,126990,122075,10191,-96059,279365,131952,31697,41516,140446,62128,20631,2831,127732,-47180
331,BANCO CETELEM ARGENTINA S.A.,201708,1338782,176613,176613,0,176613,0,0,0,0,0,0,0,1126453,1126453,1344855,1126453,0,0,0,1018385,0,8116,0,6419,19837,179,0,0,1104101,171594,171594,0,89306,0,0,0,871529,294255,251990,234681,10191,-101666,329446,156023,36624,44871,170293,73517,22944,3884,155358,-59574
331,BANCO CETELEM ARGENTINA S.A.,201709,1263703,68409,68409,0,68409,0,0,0,0,0,0,0,1158188,1158188,1374894,1158188,0,0,0,982969,0,8252,0,6211,19265,179,776,0,1032765,164829,164829,0,80074,0,0,0,805250,294255,251990,230938,10191,-109712,377694,178563,41904,48191,191022,86634,25752,4257,174381,-63317
331,BANCO CETELEM ARGENTINA S.A.,201710,1187484,26920,26920,0,26920,0,0,0,0,0,0,0,1122624,1122624,1349163,1122624,0,0,0,950512,0,8467,0,6234,18238,179,753,0,974631,163173,163173,0,80387,0,0,0,742147,294255,251990,212853,10191,-121959,423669,199941,47222,51107,218990,105437,27918,4736,200621,-81402
331,BANCO CETELEM ARGENTINA S.A.,201711,1108829,32621,32621,0,32621,0,0,0,0,0,0,0,1035084,1035084,1264609,1035084,0,0,0,945021,0,9964,0,6022,19874,179,731,0,910558,147993,147993,0,80283,0,0,0,691068,294255,251990,198271,10191,-137857,465769,219019,52151,56758,235691,127446,30007,4997,215371,-95984
331,BANCO CETELEM ARGENTINA S.A.,201712,1077237,25237,25237,0,25237,0,0,0,0,0,0,0,1005367,1005367,1250714,1005367,0,0,0,955258,0,10426,0,5811,24803,179,709,7,898757,150722,150722,0,22478,0,0,0,674283,294255,251990,178480,10191,-152223,506386,238135,57268,63954,256745,147225,32050,5420,234829,-115775
331,BANCO CETELEM ARGENTINA S.A.,201801,1255858,141917,141917,0,141917,0,0,0,0,0,0,0,986995,986995,1252958,987295,0,0,0,987295,0,10713,0,10672,104590,179,687,105,1035096,154491,154491,0,23478,0,0,0,798517,239374,251990,220762,10191,-171385,41533,20746,4831,4765,25021,23781,1791,299,22942,-18612
331,BANCO CETELEM ARGENTINA S.A.,201802,1249918,70955,70955,0,70955,0,0,0,0,0,0,0,1035542,1035542,1322248,1035814,0,0,0,1020804,0,11394,0,10594,120496,179,665,93,1049653,157090,157090,0,36779,0,0,0,803761,239374,251990,200265,10191,-191085,84021,42173,9842,10580,49616,49825,3255,556,45338,-39109
331,BANCO CETELEM ARGENTINA S.A.,201803,1462739,243692,243692,0,243692,0,0,0,0,0,0,0,1055581,1055581,1353786,1055870,0,0,0,1045843,0,11806,0,14997,135841,179,643,0,1077280,157166,157166,0,34499,0,0,0,809284,446374,458990,385459,10191,-205791,130970,66312,14417,16439,83151,70448,4965,739,68471,-60915
331,BANCO CETELEM ARGENTINA S.A.,201804,1309246,27513,27513,0,27513,0,0,0,0,0,0,0,1103231,1103231,1352139,1103506,0,0,0,965098,0,9660,0,17932,150111,179,620,0,967348,138980,138980,0,29562,0,0,0,753803,446374,458990,341898,10191,-169862,179241,89208,19325,22132,108979,92538,6420,40806,91982,-104476
331,BANCO CETELEM ARGENTINA S.A.,201805,1228419,36683,36683,0,36683,0,0,0,0,0,0,0,1005068,1005068,1231885,1005389,0,0,0,925316,0,10554,0,23611,152394,179,598,-668,914739,107133,107133,0,24106,0,0,0,734023,446374,458990,313680,10191,-179477,227194,111307,24152,27773,157464,110345,8048,41120,138171,-132694
331,BANCO CETELEM ARGENTINA S.A.,201806,1185570,24516,24516,0,24516,0,0,0,0,0,0,0,942622,942622,1194993,942892,0,0,0,862740,0,10682,0,27251,178649,179,1671,0,898723,101365,101365,0,26056,0,0,0,726022,446374,458990,286847,10191,-202241,269426,132733,29741,33119,181480,146473,9803,42060,161675,-159527
331,BANCO CETELEM ARGENTINA S.A.,201807,1129506,125201,125201,0,125201,0,0,0,0,0,0,0,795514,795514,1035693,796074,0,0,0,796074,0,9725,0,27416,169841,179,1630,0,870682,55893,55893,0,31595,0,0,0,756595,446374,458990,258824,10191,-219323,308957,156128,34067,39052,202870,180316,11126,42762,180810,-187550
331,BANCO CETELEM ARGENTINA S.A.,201808,1073866,22272,22272,0,22272,0,0,0,0,0,0,0,834116,834116,1059688,834973,0,0,0,764881,0,9458,0,31767,174485,179,1589,0,823862,36348,36348,0,24742,0,0,0,730804,446374,458990,250004,10191,-230992,345002,180011,38460,44067,225450,187996,12690,43375,201330,-196370
331,BANCO CETELEM ARGENTINA S.A.,201809,1032969,99124,99124,0,99124,0,0,0,0,0,0,0,712941,712941,949423,713695,0,0,0,713695,0,8751,0,32100,178309,179,1565,0,807137,37380,37380,0,25343,0,0,0,713941,446374,458990,225832,10191,-237750,378313,202513,43092,48714,249629,205866,15629,43867,222117,-220542
331,BANCO CETELEM ARGENTINA S.A.,201810,1356529,170530,170530,0,170530,0,0,0,0,0,0,0,797842,797842,1041107,798537,0,0,0,658319,0,8490,0,32896,345039,179,1549,4,757300,27398,27398,0,25343,0,0,0,677562,846374,858990,599229,10191,-248979,410499,225061,47457,53002,272006,232850,17898,44432,241942,-247145
331,BANCO CETELEM ARGENTINA S.A.,201811,1290820,46058,46058,0,46058,0,0,0,0,0,0,0,839404,839404,1086579,840007,0,0,0,594269,0,8462,0,38965,356240,179,1508,4,720802,7836,7836,0,7216,0,0,0,656519,846374,858990,570018,10191,-267223,449458,246114,53275,57111,299502,267771,19424,44802,266588,-276356
331,BANCO CETELEM ARGENTINA S.A.,201812,1066331,168022,168022,0,168022,0,0,0,0,0,0,0,645988,645988,887190,646515,0,0,0,545963,0,8242,0,35621,203272,179,5002,5,670848,0,0,0,0,0,0,0,614705,846374,858990,395483,10191,-265830,484082,266404,56893,59471,323135,282843,20754,48747,287920,-450891
331,BANCO CETELEM ARGENTINA S.A.,201901,998236,39348,39348,0,39348,0,0,0,0,0,0,0,707274,707274,937491,707882,0,0,0,490347,0,7764,0,51022,185987,179,6652,10,646079,0,0,0,0,0,0,0,584545,395482,858990,352157,10191,-251181,30003,18764,3745,3197,32844,22332,979,915,29454,-43325
331,BANCO CETELEM ARGENTINA S.A.,201902,939336,28041,28041,0,28041,0,0,0,0,0,0,0,659703,659703,894564,660223,0,0,0,442971,0,7271,0,50269,187098,179,6762,13,620577,0,0,0,0,0,0,0,561647,395482,858990,318759,10191,-250149,55622,35286,7690,6154,61086,38160,2262,1611,54330,-76723
331,BANCO CETELEM ARGENTINA S.A.,201903,869794,73631,73631,0,73631,0,0,0,0,0,0,0,544981,544981,781112,545485,0,0,0,394847,0,7017,0,49886,187220,179,6661,219,587842,0,0,0,0,0,0,0,525852,395482,858990,281952,10191,-248894,81932,52571,11655,9032,91187,55273,4121,3175,79181,-113530
331,BANCO CETELEM ARGENTINA S.A.,201904,787765,149989,149989,0,149989,0,0,0,0,0,0,0,535119,535119,772644,535602,0,0,0,357962,0,6660,0,51943,37302,179,6559,14,555255,0,0,0,0,0,0,0,479719,395482,858990,232510,10191,-258406,104084,68094,14979,11876,135254,68026,5151,3936,121553,-162972
331,BANCO CETELEM ARGENTINA S.A.,201905,703242,65989,65989,0,65989,0,0,0,0,0,0,0,539428,539428,777047,539855,0,0,0,314495,0,6122,0,51714,33313,179,6276,221,509090,0,0,0,0,0,0,0,438796,395482,858990,194152,10191,-245037,129914,82915,17093,14909,166006,86189,6544,4862,149355,-201330
331,BANCO CETELEM ARGENTINA S.A.,201906,638118,70295,70295,0,70295,0,0,0,0,0,0,0,457411,457411,672553,457789,0,0,0,271966,0,5561,0,50821,47433,197,6178,222,478620,0,0,0,0,0,0,0,408817,395482,858990,159498,10191,-216197,152542,96318,20237,17195,197310,99347,7845,6438,178402,-235984
331,BANCO CETELEM ARGENTINA S.A.,201907,568183,84736,84736,0,84736,0,0,0,0,0,0,0,359839,359839,571178,360244,0,0,0,240071,0,5096,0,40491,62778,197,14822,224,434266,0,0,0,0,0,0,0,367255,395482,858990,133917,10191,-210527,171544,108501,23846,19208,221889,110317,9632,6672,198693,-261565
331,BANCO CETELEM ARGENTINA S.A.,201908,993803,522403,522403,0,522403,0,0,0,0,0,0,0,351069,351069,554360,351402,0,0,0,210686,0,4766,0,39656,61381,197,14106,225,392216,0,0,0,0,0,0,0,329109,895482,1358990,601587,10191,-202785,187321,120212,26292,20883,249519,121086,11116,6924,222359,-293895
331,BANCO CETELEM ARGENTINA S.A.,201909,711189,33712,33712,0,33712,0,0,0,0,0,0,0,575902,575902,773754,576242,0,0,0,180524,0,4592,0,13051,46008,197,37703,24,141708,0,0,0,0,0,0,0,85101,895482,1358990,569481,10191,-197666,223088,129284,29211,22421,298550,134049,13398,7394,253277,-326001
331,BANCO CETELEM ARGENTINA S.A.,201910,651360,56525,56525,0,56525,0,0,0,0,0,0,0,493164,493164,497301,493558,0,0,0,110015,0,3820,0,12158,48520,197,36950,26,136912,0,0,0,0,0,0,0,85744,895482,1358990,514448,10191,-10172,249678,133504,31763,23761,340584,131982,14466,47110,292765,-381034
331,BANCO CETELEM ARGENTINA S.A.,201911,608199,29239,29239,0,29239,0,0,0,0,0,0,0,479698,479698,483690,479809,0,0,0,94244,0,4363,0,11264,47218,197,36198,22,114860,0,0,0,0,0,0,0,71446,895482,1358990,493339,10191,-12172,271919,136983,33974,24818,379296,134015,14770,47694,326876,-402143
331,BANCO CETELEM ARGENTINA S.A.,201912,517443,43365,43365,0,43365,0,0,0,0,0,0,0,382167,382167,377000,382167,0,0,0,15606,0,3301,0,10370,42598,197,35445,0,105002,0,0,0,0,0,0,0,51101,895482,1358990,412441,10191,-158,287347,139644,35504,26288,442212,126356,18712,90104,383994,-483041
331,BANCO CETELEM ARGENTINA S.A.,202001,498658,47925,47925,0,47925,0,0,0,197,197,0,0,324302,324302,321000,324302,0,0,0,16043,0,3301,0,15969,42812,0,64152,0,62883,0,0,0,0,0,0,0,20312,458102,3917679,435775,16037,-162,12225,1860,52,290,23974,4,169,217,16458,-22327
331,BANCO CETELEM ARGENTINA S.A.,202002,475047,15435,15435,0,15435,0,0,0,197,197,0,0,333887,333887,330000,333887,0,0,0,16453,0,3301,0,14719,43508,0,64000,0,54852,0,0,0,0,0,0,0,10197,467111,3994726,420195,16353,-166,19994,2763,1574,390,50430,9,818,383,36010,-46916
331,BANCO CETELEM ARGENTINA S.A.,202003,417551,189592,189592,0,189592,0,0,0,197,197,0,0,133905,133905,130000,133905,0,0,0,16889,0,3301,0,13598,12280,0,64678,0,57048,0,0,0,0,0,0,0,0,482729,1358990,360503,16900,-171,26724,3289,1660,461,118310,13,901,1927,70759,-122226
331,BANCO CETELEM ARGENTINA S.A.,202004,390833,198933,198933,0,198933,0,0,0,197,197,0,0,102328,102328,98000,102328,0,0,0,17313,0,3301,0,12161,9751,0,64162,0,63612,0,0,0,0,0,0,0,-84,489953,1358990,327221,17152,-175,27993,3399,1685,518,155153,18,922,2101,101082,-162732
331,BANCO CETELEM ARGENTINA S.A.,202005,341500,164393,164393,0,164393,0,0,0,197,197,0,0,91825,91825,87000,91825,0,0,0,17750,0,3301,0,10680,7485,0,63619,0,41292,0,0,0,0,0,0,0,-84,497303,1358990,300208,17410,-179,29431,3522,1726,580,186546,22,940,2137,122515,-197095
331,BANCO CETELEM ARGENTINA S.A.,202006,317314,163211,163211,0,163211,0,0,0,265,265,0,0,71024,71024,71000,71024,0,0,0,0,0,3301,0,9214,6820,0,63479,0,42046,0,0,0,0,0,0,0,0,508242,1358990,275268,17793,0,31031,3661,1801,639,217890,0,1127,2591,144653,-232974
331,BANCO CETELEM ARGENTINA S.A.,202007,301700,158084,158084,0,158084,0,0,0,265,265,0,0,61021,61021,61000,61021,0,0,0,0,0,3301,0,8057,7781,0,63191,0,42973,0,0,0,0,0,0,0,0,518513,1358990,258727,18152,0,31783,3450,1830,479,239878,-152,990,2706,159725,-259786
331,BANCO CETELEM ARGENTINA S.A.,202008,285825,190356,190356,0,190356,0,0,0,265,265,0,0,15006,15006,15000,15006,0,0,0,0,0,3301,0,6834,6779,0,63284,0,43302,0,0,0,0,0,0,0,0,532512,1358990,242523,18642,0,33613,3983,1897,500,266146,0,1175,2595,178070,-289989
331,BANCO CETELEM ARGENTINA S.A.,202009,270787,178956,178956,0,178956,0,0,0,265,265,0,0,13005,13005,13000,13005,0,0,0,0,0,3301,0,5577,6197,0,63486,0,41603,0,0,0,0,0,0,0,0,547612,1358990,229184,19171,0,34710,4108,1982,520,290105,0,1207,1747,194531,-318428
331,BANCO CETELEM ARGENTINA S.A.,202010,257864,169255,169255,0,169255,0,0,0,265,265,0,0,11014,11014,11000,11014,0,0,0,0,0,3301,0,4284,5524,0,64221,0,42684,0,0,0,0,0,0,0,0,568207,1358990,215180,19892,0,36190,4279,2109,554,317780,0,1253,1856,213133,-353027
331,BANCO CETELEM ARGENTINA S.A.,202011,242503,105131,105131,0,105131,0,0,0,265,265,0,0,8005,8005,8000,8005,0,0,0,0,0,3301,0,2870,58386,0,64545,0,73883,0,0,0,0,0,0,0,0,586162,1358990,168620,20521,0,37348,4551,2197,577,349159,0,1293,29206,233707,-417542
331,BANCO CETELEM ARGENTINA S.A.,202012,408334,310079,310079,0,310079,0,0,0,265,265,0,0,35101,35101,35000,35101,0,0,0,0,0,3301,0,0,59588,0,0,0,95760,0,0,0,0,0,0,0,0,859641,1608990,312574,21342,0,39220,5035,2307,607,384786,0,1345,117580,256756,-547067
331,BANCO CETELEM ARGENTINA S.A.,202101,384690,261830,261830,0,261830,0,0,0,265,265,0,0,60123,60123,60000,60123,0,0,0,0,0,3301,0,0,59171,0,0,0,90007,0,0,0,0,0,0,0,0,325232,1608990,294683,22207,0,1215,199,0,8,18911,0,0,0,12898,-30549
331,BANCO CETELEM ARGENTINA S.A.,202102,366158,280401,280401,0,280401,0,0,0,265,265,0,0,24049,24049,24000,24049,0,0,0,0,0,3301,0,0,58142,0,0,0,90282,0,0,0,0,0,0,0,0,336857,1608990,275876,23000,0,1718,365,42,15,38739,0,0,0,27788,-60981
331,BANCO CETELEM ARGENTINA S.A.,202103,342173,259628,259628,0,259628,0,0,0,265,265,0,0,23016,23016,23000,23016,0,0,0,0,0,3301,0,0,55963,0,0,0,89050,0,0,0,0,0,0,0,0,353064,1608990,253123,24107,0,2314,431,63,23,62631,0,0,1216,45354,-99941
331,BANCO CETELEM ARGENTINA S.A.,202104,325280,249988,249988,0,249988,0,0,0,265,265,0,0,21014,21014,21000,21014,0,0,0,0,0,301,0,0,53712,0,0,0,92436,0,0,0,0,0,0,0,0,367469,1608990,232844,25091,0,2879,782,87,31,85630,0,-1,1261,63596,-134625
331,BANCO CETELEM ARGENTINA S.A.,202105,304552,234513,234513,0,234513,0,0,0,265,265,0,0,18012,18012,18000,18012,0,0,0,0,0,301,0,0,51461,0,0,0,102547,0,0,0,0,0,0,0,0,379680,1608990,202005,25924,0,3428,1087,110,39,119508,0,-2,1305,91883,-177675
331,BANCO CETELEM ARGENTINA S.A.,202106,270635,209590,209590,0,209590,0,0,0,344,344,0,0,12008,12008,12000,12008,0,0,0,0,0,301,0,0,48392,0,0,0,92468,0,0,0,0,0,0,0,0,391733,1608990,178167,26747,0,3982,1214,133,50,145378,0,1,3482,109715,-213566
331,BANCO CETELEM ARGENTINA S.A.,202107,258291,131858,131858,0,131858,0,0,0,344,344,0,0,72110,72110,72000,72110,0,0,0,0,0,301,0,4900,48778,0,0,0,99467,0,0,0,0,0,0,0,0,403473,1608990,158824,27549,0,5662,1364,113,61,170249,0,1,3838,130151,-244649
331,BANCO CETELEM ARGENTINA S.A.,202108,493987,347121,347121,0,347121,0,0,0,344,344,0,0,93071,93071,93000,93071,0,0,0,0,0,301,0,4924,48226,0,0,0,105013,0,0,0,0,0,0,0,0,663433,1858990,388974,28229,0,7701,1713,165,73,195755,0,52,4284,151969,-274459
331,BANCO CETELEM ARGENTINA S.A.,202109,467377,213122,213122,0,213122,0,0,0,344,344,0,0,208158,208158,208000,208158,0,0,0,0,0,301,0,4902,40550,0,0,0,80951,0,0,0,0,0,0,0,0,686963,1858990,386426,29230,0,12983,2135,241,87,229239,0,17377,2657,180847,-300537
331,BANCO CETELEM ARGENTINA S.A.,202110,449340,198650,198650,0,198650,0,0,0,344,344,0,0,204466,204466,204000,204466,0,0,0,0,0,301,0,4920,40659,0,0,0,80946,0,0,0,0,0,0,0,0,711119,1858990,368394,30258,0,18396,2760,774,-126,260437,0,14,-14996,207415,-342725
331,BANCO CETELEM ARGENTINA S.A.,202111,421689,179475,179475,0,179475,0,0,0,344,344,0,0,196149,196149,196000,196149,0,0,0,0,0,301,0,4887,40533,0,0,0,76233,0,0,0,0,0,0,0,0,729106,1858990,345456,31023,0,23634,3274,578,111,293721,0,17647,2505,233951,-383650
331,BANCO CETELEM ARGENTINA S.A.,202112,391421,303725,303725,0,303725,0,0,0,344,344,0,0,55084,55084,55000,55084,0,0,0,0,0,301,0,4911,27056,0,0,0,122513,0,0,0,0,0,0,0,0,757105,1858990,268908,32215,0,29056,4059,602,110,346760,0,8,23136,262314,-488197
331,BANCO CETELEM ARGENTINA S.A.,202201,366674,278516,278516,0,278516,0,0,0,344,344,0,0,55042,55042,55000,55042,0,0,0,0,0,301,0,4931,27540,0,0,0,120811,0,0,0,0,0,0,0,0,279329,1858990,245863,33463,0,1295,381,19,15,23941,0,14,239,20469,-33466
331,BANCO CETELEM ARGENTINA S.A.,202202,348753,193850,193850,0,193850,0,0,0,344,344,0,0,122377,122377,122000,122377,0,0,0,0,0,301,0,4969,26912,0,0,0,124689,0,0,0,0,0,0,0,0,292441,1858990,224064,35034,0,3941,742,40,30,49116,0,13,491,41816,-68377
331,BANCO CETELEM ARGENTINA S.A.,202203,326956,186735,186735,0,186735,0,0,0,344,344,0,0,108085,108085,108000,108085,0,0,0,0,0,301,0,5201,26290,0,0,0,117748,0,0,0,0,0,0,0,0,312119,1858990,209208,37391,0,7147,1560,62,62,68729,0,8291,5462,60267,-102911
